id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0099,P0,03. Industry Taxonomy & Business-Model Classification,Local-service detection,Recovery,PROFILE_MATRIX.md,Detect local service businesses explicitly so customer-facing UX does not inherit inappropriate industrial or enterprise presentation patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.local-service-detection,control.bq-0099
BQ-0100,P0,03. Industry Taxonomy & Business-Model Classification,Local-service detection,Regression,PROFILE_MATRIX.md,Detect local service businesses explicitly so customer-facing UX does not inherit inappropriate industrial or enterprise presentation patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.local-service-detection,control.bq-0100
BQ-0101,P0,03. Industry Taxonomy & Business-Model Classification,B2B-vs-B2C distinction,Contract,PROFILE_MATRIX.md,Treat buyer type as an independent classification dimension that can override unsuitable interaction and trust patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.b2b-vs-b2c-distinction,control.bq-0101
BQ-0102,P0,03. Industry Taxonomy & Business-Model Classification,B2B-vs-B2C distinction,Procedure,PROFILE_MATRIX.md,Treat buyer type as an independent classification dimension that can override unsuitable interaction and trust patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.b2b-vs-b2c-distinction,control.bq-0102
BQ-0103,P0,03. Industry Taxonomy & Business-Model Classification,B2B-vs-B2C distinction,Evidence Gate,PROFILE_MATRIX.md,Treat buyer type as an independent classification dimension that can override unsuitable interaction and trust patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.b2b-vs-b2c-distinction,control.bq-0103
BQ-0104,P0,03. Industry Taxonomy & Business-Model Classification,B2B-vs-B2C distinction,Recovery,PROFILE_MATRIX.md,Treat buyer type as an independent classification dimension that can override unsuitable interaction and trust patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.b2b-vs-b2c-distinction,control.bq-0104
BQ-0105,P0,03. Industry Taxonomy & Business-Model Classification,B2B-vs-B2C distinction,Regression,PROFILE_MATRIX.md,Treat buyer type as an independent classification dimension that can override unsuitable interaction and trust patterns.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.b2b-vs-b2c-distinction,control.bq-0105
BQ-0106,P0,03. Industry Taxonomy & Business-Model Classification,Regulated-industry detection,Contract,PROFILE_MATRIX.md / LEGAL.md / SECURITY.md,"Resolve regulated or trust-critical contexts early enough to alter claims, imagery, data handling, and conversion behavior.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.regulated-industry-detection,control.bq-0106
BQ-0107,P0,03. Industry Taxonomy & Business-Model Classification,Regulated-industry detection,Procedure,PROFILE_MATRIX.md / LEGAL.md / SECURITY.md,"Resolve regulated or trust-critical contexts early enough to alter claims, imagery, data handling, and conversion behavior.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.regulated-industry-detection,control.bq-0107
BQ-0108,P0,03. Industry Taxonomy & Business-Model Classification,Regulated-industry detection,Evidence Gate,PROFILE_MATRIX.md / LEGAL.md / SECURITY.md,"Resolve regulated or trust-critical contexts early enough to alter claims, imagery, data handling, and conversion behavior.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.regulated-industry-detection,control.bq-0108
BQ-0109,P0,03. Industry Taxonomy & Business-Model Classification,Regulated-industry detection,Recovery,PROFILE_MATRIX.md / LEGAL.md / SECURITY.md,"Resolve regulated or trust-critical contexts early enough to alter claims, imagery, data handling, and conversion behavior.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.regulated-industry-detection,control.bq-0109
BQ-0110,P0,03. Industry Taxonomy & Business-Model Classification,Regulated-industry detection,Regression,PROFILE_MATRIX.md / LEGAL.md / SECURITY.md,"Resolve regulated or trust-critical contexts early enough to alter claims, imagery, data handling, and conversion behavior.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.regulated-industry-detection,control.bq-0110
BQ-0111,P0,03. Industry Taxonomy & Business-Model Classification,Ambiguous-classification fallback,Contract,README.md / PROFILE_MATRIX.md,"When evidence is insufficient, use a neutral profile and preserve ambiguity rather than making a high-impact arbitrary choice.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.ambiguous-classification-fallback,control.bq-0111
BQ-0112,P0,03. Industry Taxonomy & Business-Model Classification,Ambiguous-classification fallback,Procedure,README.md / PROFILE_MATRIX.md,"When evidence is insufficient, use a neutral profile and preserve ambiguity rather than making a high-impact arbitrary choice.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.ambiguous-classification-fallback,control.bq-0112
BQ-0113,P0,03. Industry Taxonomy & Business-Model Classification,Ambiguous-classification fallback,Evidence Gate,README.md / PROFILE_MATRIX.md,"When evidence is insufficient, use a neutral profile and preserve ambiguity rather than making a high-impact arbitrary choice.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.ambiguous-classification-fallback,control.bq-0113
BQ-0114,P0,03. Industry Taxonomy & Business-Model Classification,Ambiguous-classification fallback,Recovery,README.md / PROFILE_MATRIX.md,"When evidence is insufficient, use a neutral profile and preserve ambiguity rather than making a high-impact arbitrary choice.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.ambiguous-classification-fallback,control.bq-0114
BQ-0115,P0,03. Industry Taxonomy & Business-Model Classification,Ambiguous-classification fallback,Regression,README.md / PROFILE_MATRIX.md,"When evidence is insufficient, use a neutral profile and preserve ambiguity rather than making a high-impact arbitrary choice.",controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.ambiguous-classification-fallback,control.bq-0115
BQ-0116,P1,03. Industry Taxonomy & Business-Model Classification,Classification explanation trace,Contract,README.md,Store the evidence that led to industry and business-model resolution so QA can inspect misrouting after failed tests.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.classification-explanation-trace,control.bq-0116
BQ-0117,P1,03. Industry Taxonomy & Business-Model Classification,Classification explanation trace,Procedure,README.md,Store the evidence that led to industry and business-model resolution so QA can inspect misrouting after failed tests.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.classification-explanation-trace,control.bq-0117
BQ-0118,P1,03. Industry Taxonomy & Business-Model Classification,Classification explanation trace,Evidence Gate,README.md,Store the evidence that led to industry and business-model resolution so QA can inspect misrouting after failed tests.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.classification-explanation-trace,control.bq-0118
BQ-0119,P1,03. Industry Taxonomy & Business-Model Classification,Classification explanation trace,Recovery,README.md,Store the evidence that led to industry and business-model resolution so QA can inspect misrouting after failed tests.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.classification-explanation-trace,control.bq-0119
BQ-0120,P1,03. Industry Taxonomy & Business-Model Classification,Classification explanation trace,Regression,README.md,Store the evidence that led to industry and business-model resolution so QA can inspect misrouting after failed tests.,controls/03-industry-taxonomy-and-business-model-classification.md,controls.capability.classification-explanation-trace,control.bq-0120
BQ-0121,P0,"04. Semantic Profiles, Risk & Context Overlays",Independent-profile dimensions,Contract,PROFILE_MATRIX.md,"Resolve Operating, Product, Design, Halo, and Risk independently instead of allowing one profile to contaminate all others.",controls/04-semantic-profiles-risk-and-context-overlays.md,controls.capability.independent-profile-dimensions,control.bq-0121
BQ-0122,P0,"04. Semantic Profiles, Risk & Context Overlays",Independent-profile dimensions,Procedure,PROFILE_MATRIX.md,"Resolve Operating, Product, Design, Halo, and Risk independently instead of allowing one profile to contaminate all others.",controls/04-semantic-profiles-risk-and-context-overlays.md,controls.capability.independent-profile-dimensions,control.bq-0122
BQ-0123,P0,"04. Semantic Profiles, Risk & Context Overlays",Independent-profile dimensions,Evidence Gate,PROFILE_MATRIX.md,"Resolve Operating, Product, Design, Halo, and Risk independently instead of allowing one profile to contaminate all others.",controls/04-semantic-profiles-risk-and-context-overlays.md,controls.capability.independent-profile-dimensions,control.bq-0123
BQ-0124,P0,"04. Semantic Profiles, Risk & Context Overlays",Independent-profile dimensions,Recovery,PROFILE_MATRIX.md,"Resolve Operating, Product, Design, Halo, and Risk independently instead of allowing one profile to contaminate all others.",controls/04-semantic-profiles-risk-and-context-overlays.md,controls.capability.independent-profile-dimensions,control.bq-0124
